

Sun Jul 27 18:53:28 2014    prof.txt

         175065414 function calls (174943030 primitive calls) in 456.653 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1472(getException)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:139(Text)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/windowing.py:8(<module>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/string.py:308(join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:48(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/_pylab_helpers.py:36(get_fig_manager)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:35(jrel_op)
       42    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/decorator.py:90(<lambda>)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:993(hold)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:702(_result)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/getlimits.py:146(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:506(Decimal)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:2436(getdoc)
       14    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/misc/common.py:4(<module>)
       18    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2218(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/collections.py:125(_get_value)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:39(jabs_op)
        2    0.000    0.000    0.000    0.000 {function seed at 0x3064398}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/numbers.py:295(Integral)
       35    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:691(<lambda>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/dual.py:12(<module>)
       27    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:3816(<genexpr>)
        3    0.000    0.000    0.000    0.000 {posix.fdopen}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/linalg/special_matrices.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/gridspec.py:271(locally_modified_subplot_params)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numerictypes.py:864(<lambda>)
       30    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:675(get_minimumdescent)
        7    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/_pylab_helpers.py:100(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:539(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2559(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/linalg/_solvers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:585(_get_data_path_cached)
       27    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:151(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/base.py:47(spmatrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:598(Axis)
        3    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:167(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:2571(_setdef)
        8    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:242(set_aa)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/matfuncs.py:3(<module>)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:558(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/_util.py:22(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/linalg/decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:573(set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/shape_base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1435(FigureCanvasBase)
       10    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3294(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/compat/py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/sputils.py:2(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/polynomial.py:1074(fmt_float)
        2    0.000    0.000    0.000    0.000 {reduce}
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/gridspec.py:403(get_geometry)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/re.py:204(escape)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/tri/tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/_internal.py:191(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/blocking_input.py:293(BlockingContourLabeler)
        3    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:1903(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:141(have_units)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/lil.py:22(lil_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/lobpcg/lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/compressed.py:19(_cs_matrix)
        7    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:65(Artist)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:59(isclass)
       18    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:827(Unpickler)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/UserDict.py:18(__getitem__)
       27    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:41(bbox_artist)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:1473(set_string_function)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyplot.py:383(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2149(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:638(Thread)
       13    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:878(squeeze)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:544(_get_data_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/isolve/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:664(BakomaFonts)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2384(And)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/new.py:5(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:181(set_offset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:47(_localized_month)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/quiver.py:367(Quiver)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_iotools.py:456(StringConverter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/warnings.py:74(simplefilter)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:216(_get_candidate_names)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:989(ishold)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:1517(product)
       10    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:54(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colorbar.py:207(ColorbarBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3105(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:477(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:372(keys)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:661(GraphicsContextBase)
       17    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1384(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/collections.py:468(set_antialiased)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyplot.py:59(_backend_selection)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/collections.py:159(get_offset_transform)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/type_check.py:104(real)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:59(isabs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2167(Canvas)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/extract.py:2(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/_pylab_helpers.py:93(has_fignum)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/oldnumeric/ufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/isolve/lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:116(RendererBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:977(TimerBase)
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/linalg/linalg_version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:108(reshape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/matrixlib/defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:670(ParserElement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:35(<module>)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:16(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend.py:830(get_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/oldnumeric/compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:132(_MovedItems)
        3    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2351(set_bounds)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/getlimits.py:242(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/_internal.py:219(_ctypes)
       12    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend.py:421(_get_loc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/rv.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {math.log}
       18    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/bsr.py:21(bsr_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2420(_Base)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/signal/wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/signal/fir_filter_design.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/signal/waveforms.py:7(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:72(_import_module)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/gridspec.py:453(get_topmost_subplotspec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1522(Wm)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/isolve/lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/_binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkconstants.py:4(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:1799(__init__)
